Protein IDs,Protein names,Gene names,Fasta headers,rim15KO_C_T00_R1,rim15KO_C_T00_R2,rim15KO_C_T00_R3,rim15KO_C_T06_R1,rim15KO_C_T06_R2,rim15KO_C_T06_R3,rim15KO_C_T16_R1,rim15KO_C_T16_R2,rim15KO_C_T16_R3,rim15KO_C_T30_R1,rim15KO_C_T30_R2,rim15KO_C_T30_R3,rim15KO_N_T00_R1,rim15KO_N_T00_R2,rim15KO_N_T00_R3,rim15KO_N_T06_R1,rim15KO_N_T06_R2,rim15KO_N_T06_R3,rim15KO_N_T16_R1,rim15KO_N_T16_R2,rim15KO_N_T16_R3,rim15KO_N_T30_R1,rim15KO_N_T30_R2,rim15KO_N_T30_R3,rim15KO_P_T00_R1,rim15KO_P_T00_R2,rim15KO_P_T00_R3,rim15KO_P_T06_R1,rim15KO_P_T06_R2,rim15KO_P_T06_R3,rim15KO_P_T16_R1,rim15KO_P_T16_R2,rim15KO_P_T16_R3,rim15KO_P_T30_R1,rim15KO_P_T30_R2,rim15KO_P_T30_R3,WT_C_T00_R1,WT_C_T00_R2,WT_C_T00_R3,WT_C_T06_R1,WT_C_T06_R2,WT_C_T06_R3,WT_C_T16_R1,WT_C_T16_R2,WT_C_T16_R3,WT_C_T30_R1,WT_C_T30_R2,WT_C_T30_R3,WT_N_T00_R1,WT_N_T00_R2,WT_N_T00_R3,WT_N_T06_R1,WT_N_T06_R2,WT_N_T06_R3,WT_N_T16_R1,WT_N_T16_R2,WT_N_T16_R3,WT_N_T30_R1,WT_N_T30_R2,WT_N_T30_R3,WT_P_T00_R1,WT_P_T00_R2,WT_P_T00_R3,WT_P_T06_R1,WT_P_T06_R2,WT_P_T06_R3,WT_P_T16_R1,WT_P_T16_R2,WT_P_T16_R3,WT_P_T30_R1,WT_P_T30_R2,WT_P_T30_R3
P48570,"Homocitrate synthase, cytosolic isozyme",LYS20,"sp|P48570|HOSC_YEAST Homocitrate synthase, cytosolic isozyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS20 PE=1 SV=1",1.35,0.98702,0.9274,NA,NA,0.83434,NA,NA,NA,0.58837,NA,NA,1.35,0.98702,0.9274,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,0.76098,0.9274,1.332,1.4451,1.3811,1.0186,1.164,1.0184,1.1361,1.3371,1.1611,0.91662,0.76098,0.88409,NA,NA,0.74347,NA,NA,NA,0.51158,NA,NA,0.91662,0.76098,0.88409,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91662,0.98702,0.88409,1.2683,0.88214,1.2542,0.93,0.76911,0.73789,1.0583,0.81913,0.79092
P48567,tRNA pseudouridine synthase 4,PUS4,sp|P48567|PUS4_YEAST tRNA pseudouridine synthase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUS4 PE=1 SV=1,NA,0.86099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48566,GTPase-activating protein GYP3,MSB3,sp|P48566|GYP3_YEAST GTPase-activating protein GYP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSB3 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48565,pH-response regulator protein palH/RIM21,RIM21,sp|P48565|PALH_YEAST pH-response regulator protein palH/RIM21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM21 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48563,Protein MON2,MON2,sp|P48563|MON2_YEAST Protein MON2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MON2 PE=1 SV=1,NA,NA,0.74498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90949,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48562,Serine/threonine-protein kinase CLA4,CLA4,sp|P48562|CLA4_YEAST Serine/threonine-protein kinase CLA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CLA4 PE=1 SV=1,1.0075,1.0432,0.99166,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0075,1.0432,0.99166,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0075,0.91531,0.99166,NA,1.5719,NA,NA,NA,NA,NA,NA,NA,0.99969,0.91531,0.87739,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99969,0.91531,0.87739,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99969,1.0432,0.87739,NA,1.0593,NA,NA,NA,NA,NA,NA,NA
P48559,GTP-binding protein YPT11,YPT11,sp|P48559|YPT11_YEAST GTP-binding protein YPT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT11 PE=1 SV=2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48524,Ubiquitin ligase-binding protein BUL1,BUL1,sp|P48524|BUL1_YEAST Ubiquitin ligase-binding protein BUL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUL1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48510,Ubiquitin domain-containing protein DSK2,DSK2,sp|P48510|DSK2_YEAST Ubiquitin domain-containing protein DSK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DSK2 PE=1 SV=2,1.0985,1.1074,1.0516,0.81157,0.78949,0.76152,NA,NA,0.73175,0.68066,0.70002,0.872,1.0985,1.1074,1.0516,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0985,1.241,1.0516,0.8398,0.77632,0.71523,0.52995,0.53838,0.4287,0.40917,0.37137,NA,1.1401,1.241,1.0953,0.8457,0.73745,0.90889,NA,NA,0.60939,0.62868,0.70938,0.55516,1.1401,1.241,1.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1401,1.1074,1.0953,0.77369,0.82386,0.69521,0.57698,0.48298,0.48751,0.41099,0.45274,NA
P48445,Biotin--protein ligase;Biotin--[methylmalonyl-CoA-carboxytransferase] ligase;Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase;Biotin--[methylcrotonoyl-CoA-carboxylase] ligase;Biotin--[acetyl-CoA-carboxylase] ligase,BPL1,sp|P48445|BPL1_YEAST Biotin--protein ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPL1 PE=1 SV=1,NA,1.1965,0.99596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1965,0.99596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78735,0.99596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78735,0.78761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78735,0.78761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1965,0.78761,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48439,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3,OST3,sp|P48439|OST3_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OST3 PE=1 SV=1,0.83612,0.88134,0.98194,1.0842,1.0359,0.94473,1.3871,1.1626,1.1602,NA,1.0765,1.0589,0.83612,0.88134,0.98194,NA,1.1745,1.3924,NA,NA,NA,NA,NA,NA,0.83612,0.91485,0.98194,1.0868,0.79801,1.0339,0.81499,0.88543,0.8182,1.0262,NA,NA,0.92942,0.91485,0.9752,0.77133,0.87442,1.0515,1.0919,0.86433,0.82117,NA,0.71612,0.90652,0.92942,0.91485,0.9752,NA,0.89148,1.0585,NA,NA,NA,NA,NA,NA,0.92942,0.88134,0.9752,0.79947,1.0043,0.94228,0.72121,1.2101,1.0994,0.62448,NA,NA
P48415,COPII coat assembly protein SEC16,SEC16,sp|P48415|SEC16_YEAST COPII coat assembly protein SEC16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC16 PE=1 SV=2,1.0227,0.99782,1.0497,0.8697,0.68721,0.95666,NA,0.83259,0.74505999999999994,2.7465,0.73718,1.1214,1.0227,0.99782,1.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0227,1.0837,1.0497,0.85189,0.80038,0.94422,0.6575,0.74262,0.62176,0.57687,0.68745,NA,0.97132,1.0837,1.0223,0.8164,0.85882,0.95582,NA,0.91208,0.80478,6.9183,1.0079,0.9231,0.97132,1.0837,1.0223,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97132,0.99782,1.0223,0.81887,0.76969,0.86609,0.66475,0.68916,0.72826,0.39494,0.40066,NA
P48365,GTPase-activating protein GYP7,GYP7,sp|P48365|GYP7_YEAST GTPase-activating protein GYP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GYP7 PE=1 SV=1,1.045,1.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.045,1.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.045,1.4152,NA,NA,NA,1.0914,NA,NA,NA,NA,NA,NA,1.1223,1.4152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1223,1.4152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1223,1.1537,NA,NA,NA,1.09,NA,NA,NA,NA,NA,NA
P48363,Prefoldin subunit 3,PAC10,sp|P48363|PFD3_YEAST Prefoldin subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAC10 PE=1 SV=1,1.0374,1.1165,1.2785,1.176,0.96121,1.4598,NA,0.97263,0.93661,1.2626,1.4062,NA,1.0374,1.1165,1.2785,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0374,1.0463,1.2785,0.78237,NA,NA,0.66113,NA,NA,NA,NA,0.33306,1.0579,1.0463,0.95266,1.0307,1.0551,0.89021,NA,1.0964,1.019,0.84491,0.97994,NA,1.0579,1.0463,0.95266,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0579,1.1165,0.95266,0.73171,NA,NA,0.7079,NA,NA,NA,NA,0.35659
P48362,Protein HGH1,HGH1,sp|P48362|HGH1_YEAST Protein HGH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HGH1 PE=1 SV=2,0.94146,0.97165,1.0132,1.0436,0.94317,0.82401,1.1035,0.8594,0.78573,1.1278,1.3343,1.2365,0.94146,0.97165,1.0132,0.84658,1.1121,1.1341,NA,NA,0.90144,NA,NA,NA,0.94146,0.90479,1.0132,0.80124,0.85572,0.81986,0.69085,0.84534,0.64728,0.69712,0.72836,0.65542,0.9905,0.90479,1.0178,1.0322,1.1186,0.97901,0.863,1.0283,0.92787,1.0284,1.0398,1.0828,0.9905,0.90479,1.0178,0.85173,1.0166,0.93219,NA,NA,0.95366,NA,NA,NA,0.9905,0.97165,1.0178,0.90012,0.75016,0.91097,0.65552,0.79847,0.74624,0.78174,0.81519,0.77433
P48361,Activator of SKN7 protein 10,ASK10,sp|P48361|ASK10_YEAST Activator of SKN7 protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASK10 PE=1 SV=2,0.91446,0.90559,1.0613,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91446,0.90559,1.0613,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91446,1.0199,1.0613,NA,NA,1.043,NA,NA,NA,NA,NA,NA,0.96283,1.0199,0.87832,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96283,1.0199,0.87832,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96283,0.90559,0.87832,NA,NA,1.0244,NA,NA,NA,NA,NA,NA
P48360,"Probable NADPH:adrenodoxin oxidoreductase, mitochondrial",ARH1,"sp|P48360|ADRO_YEAST Probable NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARH1 PE=1 SV=1",0.93261,0.9878,1.0228,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93261,0.9878,1.0228,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93261,0.94493,1.0228,NA,NA,NA,NA,NA,NA,NA,NA,0.92455,0.9235,0.94493,1.0212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9235,0.94493,1.0212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9235,0.9878,1.0212,NA,NA,NA,NA,NA,NA,NA,NA,0.99894
P48353,Protein HLJ1,HLJ1,sp|P48353|HLJ1_YEAST Protein HLJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HLJ1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48240,Exosome complex component MTR3,MTR3,sp|P48240|MTR3_YEAST Exosome complex component MTR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTR3 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48239,Glutathione S-transferase omega-like 1,GTO1,sp|P48239|GTO1_YEAST Glutathione S-transferase omega-like 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GTO1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48235,Extender of the chronological lifespan protein 1,ECL1,sp|P48235|ECL1_YEAST Extender of the chronological lifespan protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECL1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48234,Ribosome biogenesis protein ENP2,ENP2,sp|P48234|NOL10_YEAST Ribosome biogenesis protein ENP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENP2 PE=1 SV=2,1.2208,1.0513,1.1397,4.1741,3.4626,1.24,0.76211,1.9703,2.5986,1.5259,NA,7.11,1.2208,1.0513,1.1397,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2208,0.69672,1.1397,0.93388,0.5945,0.96861,NA,1.3377,NA,NA,1.2796,NA,0.89756,0.69672,1.15,1.6203,1.9425,1.357,0.86033,1.3677,1.4107,1.4329,NA,2.2718,0.89756,0.69672,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89756,1.0513,1.15,0.91562,0.76775,0.98155,NA,1.512,NA,NA,1.4041,NA
P48231,Tricalbin-2,TCB2,sp|P48231|TCB2_YEAST Tricalbin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TCB2 PE=1 SV=1,1.014,0.98632,1.0236,0.76338,1.0365,0.66082,NA,1.492,NA,NA,1.4064,NA,1.014,0.98632,1.0236,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014,1.0036,1.0236,0.94034,1.0044,1.1908,NA,NA,NA,NA,NA,NA,1.0885,1.0036,1.1044,0.65339,0.80485,0.88962,NA,0.76429,NA,NA,0.69859,NA,1.0885,1.0036,1.1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0885,0.98632,1.1044,0.81445,0.89564,1.1708,NA,NA,NA,NA,NA,NA
P48164,40S ribosomal protein S7-B,RPS7B,sp|P48164|RS7B_YEAST 40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7B PE=1 SV=1,1.0511,1.0366,0.9891,0.9703,0.93093,0.94182,0.89694,0.85289,0.98947,0.90573,0.9125,1.0103,1.0511,1.0366,0.9891,0.91225,1.0213,0.80901,0.45736,0.66885,0.51093,0.70244,0.65557,0.72133,1.0511,0.99118,0.9891,0.5272,0.44987,0.49689,0.25018,0.31371,0.28811,0.1949,0.22856,0.22052,1.0274,0.99118,0.98151,1.0155,0.94382,0.96787,0.97393,1.0102,1.0224,0.93293,1.0133,0.98799,1.0274,0.99118,0.98151,0.98132,0.96251,0.96811,1.101,0.91432,1.0241,0.82403,0.77037,1.0379,1.0274,1.0366,0.98151,0.5357,0.55287,0.48786,0.35895,0.37034,0.3295,0.24229,0.26261,0.23572
P48015,"Aminomethyltransferase, mitochondrial",GCV1,"sp|P48015|GCST_YEAST Aminomethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV1 PE=1 SV=2",0.7342,0.9132,1.0524,4.5624,5.0025,7.7649,5.1296,8.3747,12.141,8.9989,7.8575,6.0216,0.7342,0.9132,1.0524,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7342,0.71885,1.0524,5.057,5.2078,5.781,3.4619,2.635,3.1325,3.3895,2.5331,2.7133,0.82718,0.71885,1.0114,2.7538,3.5381,2.7964,2.6176,3.5456,4.3817,4.6723,3.4686,2.1209,0.82718,0.71885,1.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82718,0.9132,1.0114,3.9682,3.9258,4.0154,2.3297,1.7281,1.9399,1.6249,1.1936,1.4173
P47912,Long-chain-fatty-acid--CoA ligase 4,FAA4,sp|P47912|LCF4_YEAST Long-chain-fatty-acid--CoA ligase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA4 PE=1 SV=1,1.1056,1.0416,1.0826,0.7527,0.61807,0.61597,NA,0.5932,NA,0.37516,0.50044,NA,1.1056,1.0416,1.0826,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1056,1.1192,1.0826,0.55498,0.48915,0.55551,0.42845,0.55108,0.49083,0.51984,0.47396,0.37551,1.0477,1.1192,1.0909,0.73649,0.62517,0.57337,NA,0.44857,NA,0.45765,0.39051,NA,1.0477,1.1192,1.0909,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0477,1.0416,1.0909,0.51604,0.47931,0.54508,0.37565,0.57892,0.47348,0.45087,0.64374,0.7151
P47818,Protein CCC1,CCC1,sp|P47818|CCC1_YEAST Protein CCC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCC1 PE=1 SV=1,0.75071,0.86052,0.82022,1.8063,1.4815,1.4077,NA,1.7871,1.8285,NA,1.3469,NA,0.75071,0.86052,0.82022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75071,0.85258,0.82022,1.399,1.0114,1.3705,0.88349,NA,NA,NA,NA,0.99642,0.82197,0.85258,0.90147,0.89157,0.99685,1.0326,NA,0.84305,0.79796,NA,0.5596,NA,0.82197,0.85258,0.90147,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82197,0.86052,0.90147,0.91605,1.4418,1.1327,0.62996,NA,NA,NA,NA,0.6878
P47771,Aldehyde dehydrogenase [NAD(P)+] 1,ALD2,sp|P47771|ALDH2_YEAST Aldehyde dehydrogenase [NAD(P)+] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD2 PE=1 SV=2,0.81432,NA,NA,2.1745,NA,NA,NA,3.6798,3.0672,NA,NA,NA,0.81432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81432,NA,NA,0.85341,NA,NA,NA,0.8629,0.71284,NA,0.70752,NA,1.0128,NA,NA,2.1491,NA,NA,NA,1.1666,1.7906,NA,NA,NA,1.0128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0128,NA,NA,1.2908,NA,NA,NA,1.7652,1.6428,NA,1.6782,NA
P47190,Dolichyl-phosphate-mannose--protein mannosyltransferase 3,PMT3,sp|P47190|PMT3_YEAST Dolichyl-phosphate-mannose--protein mannosyltransferase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT3 PE=1 SV=2,0.70348,0.87431,0.99826,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70348,0.87431,0.99826,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70348,0.95832,0.99826,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1941,0.95832,1.3812,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1941,0.95832,1.3812,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1941,0.87431,1.3812,NA,NA,NA,NA,NA,NA,NA,NA,NA
P47176,"Branched-chain-amino-acid aminotransferase, cytosolic",BAT2,"sp|P47176|BCA2_YEAST Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT2 PE=1 SV=1",0.89285,0.94564,1.0281,1.6532,1.5377,1.5917,2.0527,1.4819,1.4725,1.6773,1.5808,3.7474,0.89285,0.94564,1.0281,2.603,NA,4.3667,NA,1.8727,2.9604,NA,NA,NA,0.89285,1.2224,1.0281,2.6646,3.185,2.4926,1.9943,2.2158,1.9378,1.8015,1.9747,1.5933,1.2018,1.2224,0.96282,1.5933,2.0063,1.242,1.6753,1.875,1.4674,1.6012,1.5745,1.6265,1.2018,1.2224,0.96282,0.81014,NA,1.3853,NA,1.0229,0.79058,NA,NA,NA,1.2018,0.94564,0.96282,2.1136,1.5555,1.548,1.4182,1.0543,1.1935,1.1902,0.96509,1.1495
P47173,Uncharacterized protein YJR142W,Uncharacterized protein YJR142W,sp|P47173|YJ9J_YEAST Uncharacterized protein YJR142W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR142W PE=1 SV=1,0.88318,0.96459,0.88654,0.87546,0.39103,0.88409,NA,NA,NA,NA,NA,NA,0.88318,0.96459,0.88654,NA,NA,0.84428,NA,NA,NA,NA,NA,NA,0.88318,0.85634,0.88654,0.87991,NA,0.95213,0.78959,NA,0.7836,NA,NA,NA,1.0045,0.85634,1.0714,0.84141,0.66862,0.97172,NA,NA,NA,NA,NA,NA,1.0045,0.85634,1.0714,NA,NA,1.5415,NA,NA,NA,NA,NA,NA,1.0045,0.96459,1.0714,0.91161,NA,1.0558,0.71268,NA,0.72542,NA,NA,NA
P47170,Vacuolar membrane-associated protein IML1,IML1,sp|P47170|IML1_YEAST Vacuolar membrane-associated protein IML1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IML1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P47169,Sulfite reductase [NADPH] subunit beta,MET5,sp|P47169|MET5_YEAST Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1,1.153,1.2176,0.90095,3.9409,5.3911,3.6461,2.8465,2.7201,3.1987,3.6994,10.475,2.5937,1.153,1.2176,0.90095,46.352,NA,NA,NA,NA,NA,NA,NA,NA,1.153,1.143,0.90095,8.6517,16.11,8.888,4.5663,5.8009,3.9133,3.0418,3.4504,2.7472,1.1936,1.143,0.91637,2.991,3.9535,2.8145,4.7017,2.1973,2.5956,2.5145,4.2855,2.3494,1.1936,1.143,0.91637,4.5757,NA,NA,NA,NA,NA,NA,NA,NA,1.1936,1.2176,0.91637,11.09,16.178,11.263,5.2619,5.175,4.3554,3.304,3.4764,3.4268
P47166,Protein SGM1,SGM1,sp|P47166|SGM1_YEAST Protein SGM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SGM1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
